Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S48647,24,Female,High School,Cybersecurity,55,2,57,11,65,High,58,Reading/Writing,1,No
S48648,34,Male,Postgraduate,Machine Learning,77,4,89,16,42,Medium,44,Kinesthetic,3,No
S48649,40,Male,Postgraduate,Cybersecurity,351,1,41,25,58,High,56,Reading/Writing,1,No
S48650,19,Female,Undergraduate,Data Science,463,4,43,7,86,Medium,76,Auditory,2,No
S48651,49,Other,Postgraduate,Machine Learning,252,4,41,38,76,Medium,38,Reading/Writing,3,No
S48652,39,Female,Postgraduate,Data Science,452,3,31,45,88,Medium,57,Auditory,3,No
S48653,41,Male,High School,Data Science,294,1,74,26,84,Medium,86,Auditory,1,Yes
S48654,48,Male,Postgraduate,Data Science,91,1,92,7,67,Low,70,Kinesthetic,3,No
S48655,15,Male,High School,Data Science,340,1,37,5,45,High,77,Visual,2,No
S48656,33,Male,Undergraduate,Web Development,312,2,71,13,61,Medium,65,Auditory,5,No
S48657,38,Female,High School,Data Science,496,1,88,27,90,Low,32,Visual,4,No
S48658,29,Male,Undergraduate,Web Development,247,2,85,45,62,Medium,61,Kinesthetic,2,No
S48659,20,Male,High School,Data Science,286,3,73,45,81,Medium,75,Visual,3,No
S48660,38,Male,High School,Data Science,472,1,91,19,41,Low,98,Kinesthetic,2,Yes
S48661,20,Female,High School,Python Basics,151,3,85,21,59,Medium,66,Kinesthetic,1,No
S48662,22,Female,Postgraduate,Cybersecurity,474,1,52,29,54,High,91,Visual,1,Yes
S48663,21,Male,High School,Data Science,459,4,83,16,73,Low,83,Kinesthetic,5,No
S48664,38,Female,Undergraduate,Machine Learning,129,2,82,8,60,Medium,61,Kinesthetic,2,No
S48665,23,Female,Postgraduate,Web Development,36,3,55,41,89,Low,97,Reading/Writing,3,No
S48666,26,Male,Postgraduate,Python Basics,411,2,46,33,66,Medium,60,Reading/Writing,5,No
S48667,20,Male,Undergraduate,Cybersecurity,170,4,68,1,53,High,57,Auditory,1,No
S48668,31,Female,Postgraduate,Cybersecurity,81,1,80,41,55,Medium,57,Kinesthetic,3,No
S48669,40,Female,Postgraduate,Python Basics,39,3,55,42,99,High,68,Visual,5,No
S48670,44,Male,Undergraduate,Python Basics,57,4,43,24,66,Medium,37,Reading/Writing,3,Yes
S48671,21,Female,High School,Machine Learning,446,2,90,24,69,High,60,Visual,2,Yes
S48672,16,Other,Undergraduate,Machine Learning,409,4,78,5,88,Medium,68,Reading/Writing,2,No
S48673,43,Male,High School,Machine Learning,137,4,33,22,61,Medium,77,Auditory,5,No
S48674,37,Female,Undergraduate,Web Development,254,4,81,49,90,Low,79,Kinesthetic,3,No
S48675,45,Female,Undergraduate,Web Development,100,4,39,45,85,Low,57,Kinesthetic,1,No
S48676,21,Male,Undergraduate,Machine Learning,208,3,80,32,51,Medium,95,Visual,2,No
S48677,34,Female,Postgraduate,Machine Learning,480,2,84,0,41,Medium,74,Auditory,5,No
S48678,37,Male,High School,Web Development,121,3,73,28,44,Medium,53,Reading/Writing,1,No
S48679,38,Female,Undergraduate,Data Science,43,3,86,36,89,Low,47,Reading/Writing,4,No
S48680,48,Female,High School,Python Basics,58,1,79,34,40,High,98,Reading/Writing,5,No
S48681,40,Female,Undergraduate,Machine Learning,236,2,89,0,74,High,75,Visual,2,Yes
S48682,15,Female,Postgraduate,Web Development,286,3,39,40,93,Medium,70,Auditory,3,No
S48683,40,Female,Undergraduate,Web Development,55,2,61,45,73,Medium,35,Reading/Writing,3,No
S48684,43,Female,Undergraduate,Data Science,37,4,89,22,46,High,65,Reading/Writing,3,Yes
S48685,25,Male,Undergraduate,Machine Learning,474,4,91,20,90,Medium,44,Kinesthetic,1,No
S48686,19,Female,High School,Cybersecurity,23,1,50,43,87,Medium,84,Kinesthetic,1,No
S48687,25,Other,High School,Data Science,315,4,63,23,45,Medium,96,Auditory,5,No
S48688,25,Female,Postgraduate,Python Basics,329,1,66,32,98,Low,68,Reading/Writing,4,No
S48689,15,Female,High School,Python Basics,192,1,82,0,85,Medium,30,Kinesthetic,5,No
S48690,38,Female,Undergraduate,Machine Learning,254,2,72,32,76,High,79,Kinesthetic,5,No
S48691,18,Male,Undergraduate,Cybersecurity,385,2,53,1,89,High,52,Visual,5,No
S48692,26,Female,High School,Machine Learning,209,1,64,33,49,Medium,61,Visual,4,No
S48693,43,Female,Undergraduate,Web Development,60,1,66,12,57,Medium,79,Auditory,2,No
S48694,40,Female,Undergraduate,Data Science,90,1,73,46,95,Low,71,Kinesthetic,1,No
S48695,40,Male,Undergraduate,Machine Learning,385,4,67,47,68,Medium,39,Visual,4,No
S48696,49,Male,High School,Python Basics,50,4,35,19,44,High,63,Auditory,4,Yes
S48697,17,Female,High School,Machine Learning,415,3,69,20,77,Low,47,Auditory,2,No
S48698,15,Female,High School,Data Science,316,2,99,21,51,Low,91,Kinesthetic,2,Yes
S48699,31,Male,Undergraduate,Machine Learning,419,3,78,49,44,Low,98,Reading/Writing,1,No
S48700,49,Male,Undergraduate,Machine Learning,128,4,67,9,58,Low,79,Kinesthetic,1,No
S48701,42,Female,High School,Machine Learning,409,4,67,42,85,Medium,67,Auditory,4,Yes
S48702,28,Male,Undergraduate,Machine Learning,495,2,43,29,54,Medium,41,Auditory,3,No
S48703,37,Male,Postgraduate,Data Science,484,1,82,39,61,Medium,77,Reading/Writing,3,No
S48704,49,Female,High School,Web Development,365,3,87,34,72,Low,84,Reading/Writing,4,Yes
S48705,48,Male,High School,Machine Learning,110,3,85,11,78,Medium,88,Auditory,4,No
S48706,18,Male,Undergraduate,Data Science,219,1,90,11,68,High,68,Reading/Writing,4,Yes
S48707,47,Male,Undergraduate,Data Science,80,4,95,4,68,Medium,51,Reading/Writing,3,No
S48708,21,Male,Undergraduate,Machine Learning,208,3,80,32,51,Medium,95,Visual,2,No
S48709,32,Male,High School,Web Development,467,2,35,34,48,Medium,53,Reading/Writing,1,No
S48710,42,Female,Undergraduate,Data Science,115,4,64,16,66,Medium,84,Visual,5,Yes
S48711,49,Male,Undergraduate,Cybersecurity,29,1,80,43,97,Medium,84,Kinesthetic,3,No
S48712,30,Male,High School,Cybersecurity,409,3,38,1,73,High,39,Kinesthetic,2,No
S48713,23,Male,Undergraduate,Data Science,357,3,73,47,86,High,50,Kinesthetic,4,No
S48714,37,Female,High School,Data Science,312,2,43,38,55,Low,65,Auditory,3,No
S48715,37,Male,High School,Cybersecurity,129,1,42,34,91,Medium,98,Auditory,4,No
S48716,27,Female,High School,Data Science,191,4,76,9,48,Medium,95,Kinesthetic,1,No
S48717,18,Male,Undergraduate,Data Science,322,3,66,38,45,Medium,84,Visual,2,No
S48718,27,Other,Postgraduate,Python Basics,139,3,43,4,80,Medium,73,Auditory,4,No
S48719,23,Female,Undergraduate,Data Science,108,4,93,41,76,High,62,Visual,5,No
S48720,43,Male,Undergraduate,Web Development,350,4,76,13,71,Medium,54,Visual,1,Yes
S48721,28,Other,High School,Data Science,44,4,47,4,73,High,86,Visual,1,No
S48722,46,Male,High School,Cybersecurity,144,2,87,4,82,Medium,89,Auditory,2,No
S48723,41,Male,Undergraduate,Cybersecurity,232,4,37,6,73,Medium,53,Visual,5,Yes
S48724,19,Male,Undergraduate,Cybersecurity,395,4,62,11,42,High,36,Auditory,5,No
S48725,24,Female,Postgraduate,Web Development,149,1,87,6,45,Low,52,Kinesthetic,4,No
S48726,24,Male,Postgraduate,Cybersecurity,227,3,91,13,72,High,56,Reading/Writing,3,No
S48727,25,Male,High School,Cybersecurity,377,2,69,25,86,Medium,97,Visual,4,No
S48728,34,Male,Undergraduate,Cybersecurity,309,2,91,10,75,Medium,61,Kinesthetic,2,No
S48729,45,Male,High School,Python Basics,35,3,85,19,79,High,64,Auditory,5,No
S48730,41,Female,Undergraduate,Python Basics,436,3,56,19,91,High,79,Visual,4,No
S48731,25,Female,Undergraduate,Cybersecurity,100,1,91,44,70,Medium,47,Auditory,1,No
S48732,35,Female,Postgraduate,Cybersecurity,318,2,73,49,48,High,62,Reading/Writing,5,No
S48733,21,Male,Undergraduate,Machine Learning,388,1,75,5,81,High,75,Reading/Writing,5,No
S48734,25,Female,Postgraduate,Data Science,483,1,40,24,74,Medium,79,Auditory,4,No
S48735,48,Female,Undergraduate,Web Development,399,3,34,33,99,Low,33,Visual,4,No
S48736,44,Male,Undergraduate,Cybersecurity,423,4,42,42,63,High,52,Auditory,4,No
S48737,27,Male,High School,Python Basics,48,4,96,0,57,Medium,46,Kinesthetic,2,No
S48738,23,Male,High School,Web Development,400,1,98,46,81,Medium,84,Kinesthetic,4,No
S48739,31,Male,Postgraduate,Machine Learning,363,3,65,18,84,Low,33,Visual,4,No
S48740,40,Male,Postgraduate,Web Development,188,3,66,34,83,High,72,Reading/Writing,3,No
S48741,49,Female,Undergraduate,Python Basics,138,4,42,32,54,High,57,Visual,1,No
S48742,31,Male,Undergraduate,Web Development,12,3,41,42,76,High,60,Reading/Writing,4,No
S48743,48,Male,Undergraduate,Cybersecurity,372,2,84,46,72,High,80,Auditory,1,No
S48744,44,Male,Undergraduate,Cybersecurity,352,4,67,44,75,Medium,83,Reading/Writing,4,No
S48745,27,Female,Postgraduate,Data Science,443,1,77,43,78,Medium,74,Reading/Writing,5,No
S48746,26,Female,Undergraduate,Data Science,476,3,94,6,83,Low,73,Kinesthetic,4,No
S48747,48,Female,Undergraduate,Web Development,196,4,99,17,52,Medium,66,Reading/Writing,1,No
S48748,38,Male,Postgraduate,Web Development,169,3,49,27,83,Low,59,Kinesthetic,3,No
S48749,36,Female,Postgraduate,Data Science,188,2,44,18,99,High,44,Kinesthetic,5,No
S48750,20,Male,Postgraduate,Cybersecurity,263,3,77,9,81,High,68,Kinesthetic,1,No
S48751,28,Male,Undergraduate,Cybersecurity,427,3,70,28,42,Medium,38,Visual,4,No
S48752,34,Female,High School,Python Basics,111,4,82,6,40,High,75,Reading/Writing,2,No
S48753,46,Male,Undergraduate,Cybersecurity,115,4,65,34,43,Low,81,Kinesthetic,1,No
S48754,43,Male,Postgraduate,Data Science,366,2,88,24,99,High,39,Auditory,1,No
S48755,22,Female,Undergraduate,Data Science,29,3,72,13,93,Medium,44,Kinesthetic,2,No
S48756,48,Male,Undergraduate,Python Basics,216,4,35,37,77,Medium,84,Visual,5,Yes
S48757,21,Female,Undergraduate,Python Basics,89,2,86,19,92,High,87,Reading/Writing,1,Yes
S48758,19,Female,High School,Cybersecurity,174,2,61,35,67,Low,53,Visual,1,No
S48759,25,Male,Undergraduate,Data Science,465,3,40,43,68,Medium,68,Kinesthetic,5,Yes
S48760,49,Male,Undergraduate,Cybersecurity,407,4,70,13,93,Medium,30,Auditory,3,No
S48761,34,Male,High School,Machine Learning,494,2,36,19,79,Medium,77,Visual,4,No
S48762,41,Male,High School,Machine Learning,19,4,73,49,57,Medium,48,Visual,5,Yes
S48763,28,Female,High School,Python Basics,298,4,86,16,77,High,76,Visual,3,No
S48764,36,Female,High School,Python Basics,446,2,37,25,48,Medium,99,Kinesthetic,4,No
S48765,30,Male,Postgraduate,Web Development,78,1,59,46,57,Medium,89,Kinesthetic,3,No
S48766,42,Male,Undergraduate,Machine Learning,345,4,88,29,68,High,41,Reading/Writing,2,Yes
S48767,34,Male,High School,Python Basics,174,2,72,37,84,Medium,44,Kinesthetic,4,No
S48768,23,Male,High School,Cybersecurity,13,3,50,38,93,Medium,42,Reading/Writing,1,No
S48769,21,Female,High School,Data Science,446,2,64,36,89,High,98,Visual,3,No
S48770,49,Male,High School,Python Basics,344,4,74,6,56,Medium,68,Kinesthetic,3,No
S48771,21,Female,High School,Machine Learning,210,2,93,19,84,High,40,Reading/Writing,3,No
S48772,41,Male,High School,Web Development,22,3,69,12,97,High,88,Reading/Writing,2,No
S48773,39,Male,Undergraduate,Machine Learning,389,3,51,37,82,High,33,Reading/Writing,1,No
S48774,43,Female,Undergraduate,Machine Learning,282,3,68,21,66,Low,79,Visual,4,Yes
S48775,26,Male,Undergraduate,Machine Learning,23,3,35,14,60,Medium,38,Auditory,2,No
S48776,15,Female,High School,Cybersecurity,371,3,53,41,71,Medium,91,Reading/Writing,4,No
S48777,49,Female,Postgraduate,Web Development,318,2,37,9,92,High,85,Kinesthetic,2,No
S48778,43,Female,Postgraduate,Web Development,48,3,57,43,96,Low,52,Kinesthetic,2,No
S48779,19,Male,Undergraduate,Cybersecurity,469,3,56,32,95,Medium,85,Reading/Writing,4,No
S48780,27,Male,High School,Data Science,51,2,79,11,68,Low,80,Reading/Writing,1,No
S48781,36,Female,Postgraduate,Machine Learning,374,1,65,25,57,Medium,34,Auditory,3,No
S48782,33,Female,Undergraduate,Web Development,77,1,34,7,77,Medium,99,Reading/Writing,2,No
S48783,31,Male,Postgraduate,Data Science,462,3,45,32,52,High,40,Kinesthetic,2,No
S48784,24,Female,Undergraduate,Data Science,416,4,99,21,42,Medium,44,Visual,1,No
S48785,49,Male,High School,Web Development,98,1,56,43,61,Medium,70,Reading/Writing,2,No
S48786,25,Female,High School,Python Basics,29,4,40,6,75,Low,87,Auditory,2,No
S48787,28,Female,Undergraduate,Python Basics,431,3,88,10,61,Medium,42,Auditory,3,No
S48788,36,Female,High School,Machine Learning,347,2,75,30,81,High,88,Auditory,4,No
S48789,37,Female,Undergraduate,Web Development,338,2,92,42,99,Low,46,Auditory,1,No
S48790,16,Female,High School,Cybersecurity,409,1,97,24,89,Medium,37,Auditory,4,No
S48791,48,Female,Undergraduate,Web Development,399,3,34,33,99,Low,33,Visual,4,No
S48792,45,Female,Undergraduate,Machine Learning,248,2,35,38,87,Medium,89,Visual,4,Yes
S48793,20,Male,Postgraduate,Web Development,11,3,54,13,77,Medium,42,Kinesthetic,5,No
S48794,20,Male,Postgraduate,Web Development,380,2,72,29,79,Low,45,Kinesthetic,1,No
S48795,39,Female,High School,Cybersecurity,450,2,65,49,88,High,95,Reading/Writing,5,No
S48796,26,Female,Undergraduate,Python Basics,442,4,86,18,50,Low,98,Reading/Writing,4,Yes
S48797,46,Male,High School,Web Development,472,4,57,44,91,High,94,Reading/Writing,5,No
S48798,22,Male,Undergraduate,Cybersecurity,162,4,91,15,55,Medium,39,Visual,2,Yes
S48799,17,Female,Postgraduate,Web Development,327,1,40,23,69,High,52,Reading/Writing,1,No
S48800,17,Male,High School,Data Science,451,2,67,44,81,Low,58,Auditory,1,No
S48801,33,Female,High School,Data Science,307,2,47,49,49,Medium,66,Auditory,1,Yes
S48802,30,Male,Postgraduate,Data Science,404,3,36,1,70,Low,77,Reading/Writing,2,No
S48803,39,Female,High School,Data Science,305,4,82,36,84,Low,88,Auditory,5,No
S48804,34,Male,High School,Python Basics,303,3,95,17,54,High,44,Auditory,4,Yes
S48805,49,Male,Undergraduate,Machine Learning,426,4,62,40,42,Medium,66,Visual,1,No
S48806,40,Female,High School,Python Basics,205,3,64,45,41,Low,74,Auditory,3,No
S48807,39,Female,Undergraduate,Machine Learning,94,2,41,18,54,Low,95,Reading/Writing,4,Yes
S48808,33,Female,Postgraduate,Machine Learning,357,3,91,44,58,High,81,Auditory,1,No
S48809,24,Female,Undergraduate,Data Science,230,3,33,1,43,High,77,Visual,4,Yes
S48810,44,Female,Postgraduate,Data Science,145,2,82,32,83,High,50,Auditory,4,No
S48811,31,Female,High School,Python Basics,434,1,30,20,40,Medium,99,Kinesthetic,4,No
S48812,28,Male,Postgraduate,Web Development,416,3,49,23,73,Medium,94,Visual,4,No
S48813,29,Male,Undergraduate,Data Science,98,4,35,45,92,High,41,Auditory,1,No
S48814,36,Female,Undergraduate,Python Basics,209,2,53,30,68,Medium,68,Auditory,5,No
S48815,43,Female,Undergraduate,Web Development,351,2,48,8,94,Medium,45,Kinesthetic,3,Yes
S48816,32,Male,Undergraduate,Cybersecurity,262,2,63,6,98,Low,59,Visual,2,No
S48817,33,Female,Postgraduate,Machine Learning,212,2,86,18,76,Medium,95,Reading/Writing,1,Yes
S48818,49,Male,High School,Web Development,344,2,60,10,99,Medium,71,Reading/Writing,4,No
S48819,38,Male,Postgraduate,Data Science,53,4,54,23,56,Medium,55,Reading/Writing,4,No
S48820,27,Female,Postgraduate,Data Science,161,1,94,11,86,Medium,36,Visual,2,Yes
S48821,35,Female,High School,Data Science,192,1,66,19,69,Low,71,Auditory,1,No
S48822,47,Female,High School,Machine Learning,483,1,56,47,72,High,67,Kinesthetic,1,Yes
S48823,25,Male,Postgraduate,Python Basics,138,3,69,32,89,Medium,40,Kinesthetic,5,No
S48824,38,Female,Undergraduate,Data Science,125,3,32,18,94,Low,86,Auditory,2,No
S48825,19,Female,Postgraduate,Machine Learning,113,1,86,13,68,Medium,36,Auditory,5,No
S48826,23,Female,Postgraduate,Web Development,353,1,58,5,78,Low,83,Visual,3,No
S48827,25,Male,Undergraduate,Machine Learning,29,2,48,15,64,Low,92,Reading/Writing,1,No
S48828,36,Female,Undergraduate,Python Basics,396,2,90,22,91,Low,94,Visual,2,No
S48829,24,Female,Undergraduate,Machine Learning,495,1,63,11,70,High,88,Visual,2,No
S48830,27,Female,High School,Cybersecurity,90,1,88,14,99,Medium,31,Auditory,4,No
S48831,33,Male,Postgraduate,Data Science,465,3,95,43,40,Medium,33,Kinesthetic,5,No
S48832,18,Male,Undergraduate,Data Science,374,2,55,1,60,Medium,66,Kinesthetic,5,No
S48833,49,Other,Postgraduate,Machine Learning,252,4,41,38,76,Medium,38,Reading/Writing,3,No
S48834,38,Female,Undergraduate,Python Basics,265,4,96,13,54,High,64,Kinesthetic,2,No
S48835,25,Male,High School,Cybersecurity,286,3,37,10,89,Medium,65,Kinesthetic,3,Yes
S48836,47,Male,High School,Cybersecurity,304,3,46,42,96,Low,81,Reading/Writing,3,No
S48837,40,Male,Undergraduate,Machine Learning,329,4,32,40,59,High,97,Kinesthetic,2,No
S48838,47,Male,High School,Python Basics,139,1,32,40,76,Low,64,Auditory,2,Yes
S48839,21,Male,High School,Python Basics,159,1,77,12,61,Low,97,Auditory,3,Yes
S48840,15,Male,Undergraduate,Machine Learning,20,3,82,21,91,Medium,45,Auditory,3,No
S48841,36,Male,Undergraduate,Python Basics,101,3,69,1,73,Low,32,Reading/Writing,5,No
S48842,35,Male,High School,Python Basics,177,4,86,33,44,High,81,Auditory,5,No
S48843,24,Other,High School,Cybersecurity,155,4,86,48,63,Low,53,Visual,2,No
S48844,21,Male,Undergraduate,Python Basics,281,1,90,17,67,Medium,94,Visual,4,No
S48845,23,Female,Undergraduate,Cybersecurity,269,4,67,22,83,Low,78,Auditory,4,Yes
S48846,30,Female,Undergraduate,Data Science,76,2,69,42,64,High,58,Kinesthetic,1,Yes
S48847,21,Male,Postgraduate,Web Development,21,4,57,29,57,Medium,37,Reading/Writing,5,No
S48848,31,Female,High School,Cybersecurity,372,2,86,4,76,Medium,50,Visual,4,No
S48849,47,Female,Undergraduate,Cybersecurity,495,4,92,11,93,High,85,Kinesthetic,5,Yes
S48850,39,Female,Undergraduate,Cybersecurity,72,2,43,44,72,Medium,73,Auditory,4,No
S48851,26,Male,High School,Machine Learning,265,4,63,32,54,Medium,51,Visual,5,No
S48852,41,Female,Undergraduate,Data Science,189,4,90,20,96,Medium,81,Reading/Writing,1,No
S48853,36,Male,High School,Cybersecurity,213,4,76,11,73,Low,58,Visual,4,No
S48854,28,Female,High School,Cybersecurity,62,4,57,18,83,Medium,92,Reading/Writing,3,No
S48855,44,Male,High School,Machine Learning,63,3,57,46,92,Low,42,Visual,2,No
S48856,17,Male,Undergraduate,Python Basics,398,1,38,37,84,Medium,44,Kinesthetic,1,No
S48857,48,Female,High School,Data Science,71,4,90,42,65,Medium,48,Reading/Writing,5,No
S48858,16,Female,Undergraduate,Cybersecurity,123,2,89,19,81,Medium,49,Visual,5,No
S48859,49,Male,Postgraduate,Cybersecurity,258,2,66,26,65,High,56,Auditory,4,No
S48860,39,Other,Undergraduate,Python Basics,307,4,49,3,81,Medium,94,Kinesthetic,1,Yes
S48861,25,Male,Undergraduate,Data Science,251,2,87,21,53,Low,91,Reading/Writing,2,No
S48862,29,Female,Postgraduate,Data Science,227,3,59,27,74,Low,87,Visual,4,Yes
S48863,21,Male,High School,Python Basics,110,4,75,48,62,High,48,Auditory,3,No
S48864,42,Female,High School,Cybersecurity,74,1,89,31,86,High,55,Kinesthetic,3,No
S48865,30,Female,High School,Python Basics,30,1,54,7,87,Medium,59,Kinesthetic,2,No
S48866,49,Male,Undergraduate,Python Basics,206,1,85,14,71,Medium,64,Visual,4,No
S48867,20,Female,Postgraduate,Python Basics,224,4,68,40,41,Low,97,Auditory,2,Yes
S48868,49,Male,Undergraduate,Data Science,55,3,56,23,60,High,47,Reading/Writing,1,No
S48869,33,Female,Undergraduate,Cybersecurity,227,2,58,48,72,Low,77,Visual,3,No
S48870,29,Female,Undergraduate,Web Development,91,3,86,0,52,Medium,81,Visual,2,No
S48871,21,Female,High School,Data Science,346,2,91,16,90,Medium,49,Auditory,5,No
S48872,17,Male,Undergraduate,Web Development,487,3,68,19,88,High,81,Reading/Writing,4,No
S48873,46,Male,Undergraduate,Machine Learning,52,2,78,36,95,Low,62,Visual,5,No
S48874,32,Male,Undergraduate,Data Science,15,2,85,17,42,Medium,66,Kinesthetic,4,No
S48875,43,Other,Postgraduate,Web Development,28,4,70,3,74,Low,53,Kinesthetic,5,No
S48876,28,Male,High School,Web Development,392,1,34,4,87,Medium,36,Reading/Writing,5,No
S48877,25,Other,Undergraduate,Python Basics,381,2,43,35,55,Medium,85,Kinesthetic,5,No
S48878,27,Female,Postgraduate,Data Science,431,4,95,42,68,Medium,95,Reading/Writing,2,No
S48879,34,Male,Undergraduate,Cybersecurity,94,2,98,30,99,Medium,91,Reading/Writing,4,No
S48880,30,Female,Undergraduate,Data Science,285,3,92,30,70,Low,60,Auditory,3,No
S48881,28,Male,Undergraduate,Machine Learning,495,2,43,29,54,Medium,41,Auditory,3,No
S48882,47,Female,Undergraduate,Machine Learning,81,1,95,7,58,Medium,50,Visual,5,No
S48883,46,Male,Undergraduate,Cybersecurity,401,3,41,13,98,Medium,50,Visual,5,No
S48884,31,Female,Undergraduate,Python Basics,53,3,77,45,56,High,80,Reading/Writing,5,Yes
S48885,37,Female,Undergraduate,Data Science,206,2,47,9,86,Low,53,Kinesthetic,5,No
S48886,40,Female,Undergraduate,Machine Learning,261,3,45,3,54,Medium,90,Auditory,3,Yes
S48887,45,Male,High School,Python Basics,185,1,66,15,90,High,78,Reading/Writing,4,No
S48888,28,Female,High School,Machine Learning,147,1,42,8,70,High,38,Kinesthetic,5,No
S48889,29,Female,High School,Web Development,355,4,75,2,85,Medium,30,Auditory,1,No
S48890,34,Male,Postgraduate,Cybersecurity,89,2,83,10,55,Medium,97,Visual,1,Yes
S48891,30,Female,High School,Web Development,298,1,88,46,97,Low,95,Auditory,2,No
S48892,27,Male,High School,Cybersecurity,295,2,89,18,54,High,41,Visual,1,Yes
S48893,29,Female,Postgraduate,Cybersecurity,241,2,57,21,74,Medium,76,Kinesthetic,2,No
S48894,35,Male,High School,Machine Learning,50,1,98,12,59,Low,43,Reading/Writing,1,No
S48895,28,Female,Undergraduate,Cybersecurity,114,3,55,29,74,Low,73,Kinesthetic,5,No
S48896,34,Male,Undergraduate,Data Science,160,4,69,1,73,Medium,46,Reading/Writing,3,No
S48897,49,Female,Postgraduate,Data Science,188,3,42,32,77,Low,45,Visual,3,No
S48898,28,Female,Undergraduate,Cybersecurity,61,2,34,8,67,High,41,Kinesthetic,4,No
S48899,20,Male,Undergraduate,Machine Learning,60,1,56,35,76,Medium,78,Visual,3,No
S48900,17,Female,Undergraduate,Machine Learning,417,1,76,44,60,High,73,Visual,1,No
S48901,28,Female,Undergraduate,Machine Learning,407,3,37,48,63,High,83,Visual,5,No
S48902,38,Male,Undergraduate,Cybersecurity,465,2,42,34,44,Medium,81,Reading/Writing,1,No
S48903,32,Male,High School,Data Science,174,1,48,32,99,Medium,82,Auditory,5,No
S48904,34,Male,Undergraduate,Data Science,469,3,73,28,70,Medium,79,Kinesthetic,3,No
S48905,48,Female,Postgraduate,Data Science,130,1,33,35,68,Medium,54,Reading/Writing,3,No
S48906,16,Female,High School,Cybersecurity,120,4,54,31,56,Low,99,Kinesthetic,5,No
S48907,37,Male,High School,Cybersecurity,359,2,48,35,40,Medium,84,Auditory,3,No
S48908,27,Male,Undergraduate,Machine Learning,444,1,32,43,74,High,99,Visual,2,No
S48909,17,Female,High School,Data Science,415,3,80,5,74,Medium,46,Visual,2,Yes
S48910,39,Male,High School,Python Basics,489,2,41,44,98,Medium,88,Auditory,3,No
S48911,44,Male,Undergraduate,Web Development,398,1,65,47,63,High,71,Auditory,5,No
S48912,33,Male,Undergraduate,Web Development,284,4,81,41,61,High,44,Visual,1,No
S48913,36,Male,Undergraduate,Data Science,145,3,77,0,61,Medium,72,Kinesthetic,2,Yes
S48914,20,Female,Undergraduate,Web Development,478,3,95,39,83,Low,46,Visual,3,No
S48915,46,Male,Undergraduate,Data Science,210,4,31,25,54,Medium,50,Visual,1,No
S48916,29,Other,High School,Machine Learning,52,4,39,26,44,Medium,82,Visual,3,No
S48917,45,Female,Undergraduate,Machine Learning,272,1,83,17,79,Low,59,Auditory,5,No
S48918,16,Female,High School,Machine Learning,244,2,64,37,64,Medium,78,Reading/Writing,3,No
S48919,29,Female,Undergraduate,Machine Learning,300,3,84,32,50,Medium,32,Reading/Writing,1,Yes
S48920,20,Female,Undergraduate,Data Science,189,3,74,19,75,Medium,57,Auditory,3,Yes
S48921,34,Male,Undergraduate,Data Science,499,3,67,27,69,Medium,42,Kinesthetic,3,No
S48922,47,Female,Undergraduate,Cybersecurity,358,2,59,41,51,High,86,Auditory,4,No
S48923,17,Female,Postgraduate,Cybersecurity,211,3,59,15,61,Low,49,Auditory,4,No
S48924,25,Male,Undergraduate,Machine Learning,474,4,91,20,90,Medium,44,Kinesthetic,1,No
S48925,22,Female,Postgraduate,Cybersecurity,62,4,61,14,45,Low,35,Kinesthetic,1,No
S48926,40,Female,Postgraduate,Python Basics,329,3,63,16,67,Medium,92,Visual,2,No
S48927,27,Female,Undergraduate,Cybersecurity,149,4,72,40,41,High,66,Reading/Writing,5,No
S48928,41,Female,Undergraduate,Python Basics,121,2,71,24,79,Low,74,Reading/Writing,5,No
S48929,37,Female,High School,Machine Learning,378,1,65,2,67,Low,41,Kinesthetic,3,Yes
S48930,23,Female,High School,Cybersecurity,464,4,34,7,76,High,38,Reading/Writing,2,No
S48931,26,Male,Undergraduate,Python Basics,409,2,60,43,82,Medium,76,Auditory,5,Yes
S48932,17,Male,High School,Cybersecurity,405,3,74,2,90,Medium,41,Visual,4,No
S48933,38,Female,Postgraduate,Data Science,348,3,87,24,41,Low,41,Reading/Writing,4,No
S48934,30,Female,High School,Cybersecurity,416,2,49,48,48,High,38,Auditory,4,No
S48935,49,Male,High School,Python Basics,288,1,91,24,79,High,63,Visual,3,No
S48936,26,Female,Postgraduate,Data Science,108,2,33,5,66,High,36,Reading/Writing,5,No
S48937,17,Female,High School,Data Science,380,3,88,1,92,Medium,61,Auditory,1,No
S48938,27,Male,Undergraduate,Data Science,451,2,30,18,94,Low,66,Visual,4,No
S48939,29,Female,High School,Web Development,193,2,55,11,79,Medium,70,Kinesthetic,2,No
S48940,41,Male,High School,Cybersecurity,410,1,63,30,45,Medium,76,Kinesthetic,1,Yes
S48941,36,Male,Postgraduate,Python Basics,229,3,92,27,59,Medium,48,Auditory,5,No
S48942,43,Female,Postgraduate,Python Basics,76,4,64,10,92,Medium,63,Auditory,4,No
S48943,38,Female,Undergraduate,Machine Learning,336,4,99,17,99,High,90,Kinesthetic,1,No
